Timestamp,Age,Gender,Education,Monthly Income,Occupation,Marital Status,Device,Internet Quality,Courses Taken Last Year,Ad Views Count,Engagement Time (mins),Session Count (1st week),Click Through Rate,Signed Up,Paid Subscription,Satisfaction Level,App Comfort Level,Free Trial Willingness,Willingness to Spend,Retention 7 days,Motivation,Learning Goals,Preferred Subjects,Preferred App Features,Selection Factors,Learning Challenges,Non-Subscription Reasons,Features Used Most,Other Apps Used
2025-06-06 05:42:43,<18,Prefer not to say,Master,<500,Entrepreneur,Single,Tablet,Good,3-5,7,18.9,3,0.14,No,No,5,1,4,<10,No,"Hobby,Networking,Certification",Explore Topic,Programming,Peer Forum,"Certification,Price,Reviews","Motivation,Language Barrier","Lack Time,Technical Issues,Not Relevant","Downloadable PDFs,Video Lectures,Webinars","Coursera,edX,Skillshare"
2025-05-13 08:51:05,18-24,Male,Associate,500-1000,Other,Widowed,Tablet,Good,1-2,2,48.9,3,0.46,No,No,5,4,3,<10,Yes,"Networking,Skill Development",Explore Topic,"Math,Design",Videos,Reviews,"Motivation,Technical Issues,Time Management","Not Relevant,Lack Time,Technical Issues","Downloadable PDFs,Webinars","Coursera,Khan Academy"
2025-05-23 17:42:47,55+,Non-binary/Other,Master,<500,Homemaker,Divorced,Other,Average,0,5,28.4,8,0.41,No,No,4,4,1,20-50,Yes,"Skill Development,Career Growth,Certification","Complete Course,Improve Skills,Earn Certificate",Marketing,"Projects,Quizzes","Certification,Price,Instructor","Motivation,Language Barrier","Technical Issues,Too Expensive,Lack Time",Video Lectures,Coursera
2025-05-09 14:31:06,<18,Male,Master,2000-5000,Homemaker,Married,Other,Good,1-2,4,53.4,6,0.3,Yes,No,1,3,3,50-100,Yes,"Networking,Career Growth,Skill Development",Complete Course,Math,Peer Forum,"Reviews,Price,Certification",Language Barrier,"Technical Issues,Too Expensive,Not Relevant","Downloadable PDFs,Forums,Interactive Exercises","Khan Academy,Coursera"
2025-06-12 20:24:02,35-44,Non-binary/Other,High School,>5000,Homemaker,Single,Tablet,Average,3-5,3,21.0,1,0.56,Yes,No,2,1,1,20-50,No,"Networking,Hobby,Skill Development",Earn Certificate,Science,Projects,"Instructor,Content Quality,Certification",Time Management,"Technical Issues,Not Relevant,Too Expensive","Downloadable PDFs,Forums,Video Lectures",Khan Academy
2025-05-21 15:18:27,45-54,Male,PhD,<500,Retired,Widowed,Smart TV,Good,0,5,3.0,3,0.41,Yes,No,2,3,1,<10,No,"Hobby,Networking,Certification","Complete Course,Improve Skills,Explore Topic","Programming,Design","Quizzes,Videos","Instructor,Content Quality","Time Management,Technical Issues",Technical Issues,"Interactive Exercises,Downloadable PDFs,Forums","Udemy,Skillshare"
2025-06-01 12:00:42,<18,Male,Bachelor,>5000,Entrepreneur,Divorced,Smartphone,Excellent,6-10,3,28.8,3,0.12,No,No,2,4,3,10-20,Yes,"Networking,Hobby,Career Growth","Explore Topic,Earn Certificate",Math,Peer Forum,"Certification,Instructor,Content Quality","Motivation,Technical Issues,Time Management","Too Expensive,Technical Issues","Webinars,Forums,Downloadable PDFs","Udemy,Khan Academy,Skillshare"
2025-06-06 16:39:03,55+,Female,Master,500-1000,Student,Single,Tablet,Excellent,6-10,5,34.0,2,0.27,Yes,No,2,1,1,20-50,Yes,"Networking,Certification,Hobby","Complete Course,Explore Topic",Design,Videos,"Certification,Price,Reviews","Technical Issues,Motivation,Language Barrier","Not Relevant,Technical Issues,Too Expensive",Forums,"edX,Coursera"
2025-06-06 00:41:28,<18,Male,PhD,2000-5000,Student,Married,Smart TV,Good,6-10,5,29.5,2,0.17,No,No,4,4,1,10-20,Yes,"Certification,Networking,Career Growth","Complete Course,Earn Certificate,Explore Topic","Math,Science",Quizzes,Price,Motivation,Not Relevant,Forums,"Skillshare,Udemy,Khan Academy"
2025-06-12 06:07:17,25-34,Female,Bachelor,500-1000,Retired,Other,Smart TV,Excellent,0,4,48.5,2,0.09,No,No,3,4,4,50-100,Yes,"Skill Development,Hobby,Career Growth","Improve Skills,Earn Certificate,Explore Topic","Math,Science",Projects,Instructor,Motivation,"Too Expensive,Lack Time,Not Relevant","Forums,Webinars","Udemy,Khan Academy,Coursera"
2025-07-01 16:19:30,45-54,Prefer not to say,Master,2000-5000,Student,Other,Smart TV,Average,6-10,6,39.4,8,0.34,Yes,Yes,2,1,2,10-20,Yes,Career Growth,Improve Skills,"Design,Math,Marketing","Projects,Quizzes",Price,Time Management,"Not Relevant,Lack Time,Technical Issues","Webinars,Forums","edX,Udemy"
2025-05-08 13:35:21,55+,Prefer not to say,Bachelor,2000-5000,Homemaker,Divorced,Laptop/PC,Poor,1-2,4,17.0,3,0.29,Yes,Yes,4,5,5,10-20,No,Certification,"Improve Skills,Explore Topic,Earn Certificate",Science,"Projects,Peer Forum,Quizzes",Price,"Technical Issues,Time Management","Too Expensive,Lack Time",Forums,"Skillshare,Udemy,Coursera"
2025-05-11 05:26:37,55+,Female,PhD,>5000,Entrepreneur,Single,Laptop/PC,Excellent,0,4,51.3,2,0.15,Yes,Yes,2,3,4,50-100,Yes,"Career Growth,Skill Development,Hobby","Complete Course,Improve Skills,Explore Topic",Science,"Peer Forum,Projects,Quizzes","Content Quality,Reviews,Certification","Motivation,Time Management","Not Relevant,Lack Time,Technical Issues","Video Lectures,Downloadable PDFs,Webinars","edX,Khan Academy,Coursera"
2025-06-19 17:45:50,18-24,Female,Associate,500-1000,Student,Widowed,Smart TV,Poor,0,5,35.3,5,0.04,Yes,No,2,2,5,20-50,Yes,"Certification,Career Growth",Complete Course,"Math,Design",Quizzes,Price,Technical Issues,"Not Relevant,Technical Issues,Too Expensive","Interactive Exercises,Downloadable PDFs","Udemy,Khan Academy"
2025-06-17 09:26:19,35-44,Non-binary/Other,PhD,500-1000,Student,Single,Other,Excellent,0,5,3.8,3,0.24,No,No,3,4,5,<10,No,"Hobby,Skill Development",Improve Skills,Science,Live Sessions,"Instructor,Certification,Reviews",Motivation,Not Relevant,Webinars,"Udemy,Skillshare,Khan Academy"
2025-05-14 01:59:05,18-24,Non-binary/Other,High School,<500,Working Professional,Other,Laptop/PC,Average,>10,5,23.3,3,0.17,Yes,No,2,3,2,10-20,Yes,Skill Development,"Complete Course,Earn Certificate,Explore Topic","Marketing,Programming","Live Sessions,Peer Forum",Certification,"Language Barrier,Technical Issues",Too Expensive,Webinars,"edX,Khan Academy,Skillshare"
2025-06-24 12:23:02,55+,Non-binary/Other,Bachelor,500-1000,Working Professional,Divorced,Tablet,Excellent,3-5,4,39.1,3,0.44,No,No,4,3,4,20-50,Yes,"Hobby,Networking,Career Growth",Improve Skills,"Science,Marketing",Peer Forum,"Content Quality,Price","Motivation,Technical Issues,Time Management",Lack Time,"Video Lectures,Forums",Skillshare
2025-06-18 22:23:39,45-54,Prefer not to say,Associate,<500,Working Professional,Married,Laptop/PC,Excellent,>10,2,24.2,1,0.32,Yes,No,4,1,1,<10,No,"Hobby,Networking",Explore Topic,"Design,Science",Projects,"Instructor,Reviews",Technical Issues,Too Expensive,Webinars,Khan Academy
2025-05-24 05:20:47,<18,Non-binary/Other,Bachelor,1000-2000,Entrepreneur,Single,Other,Good,>10,5,89.3,2,0.32,Yes,Yes,1,1,2,>100,Yes,Career Growth,Explore Topic,"Design,Programming,Science",Projects,Content Quality,Technical Issues,"Technical Issues,Too Expensive,Lack Time","Forums,Downloadable PDFs,Interactive Exercises",Coursera
2025-06-25 00:03:17,<18,Male,Bachelor,1000-2000,Homemaker,Other,Smartphone,Poor,>10,4,3.2,2,0.21,Yes,Yes,5,1,1,50-100,No,"Hobby,Networking,Skill Development","Complete Course,Explore Topic","Marketing,Science",Peer Forum,Content Quality,"Language Barrier,Motivation",Not Relevant,"Forums,Webinars","Khan Academy,Skillshare,edX"
2025-06-28 01:16:41,45-54,Male,Master,1000-2000,Other,Widowed,Laptop/PC,Poor,3-5,7,38.4,6,0.36,No,No,2,3,1,10-20,Yes,"Networking,Career Growth,Certification","Explore Topic,Improve Skills","Math,Science,Design",Peer Forum,Certification,"Language Barrier,Time Management",Too Expensive,"Forums,Video Lectures","Khan Academy,Skillshare"
2025-06-21 10:23:39,55+,Non-binary/Other,High School,500-1000,Homemaker,Divorced,Smart TV,Average,>10,9,52.2,3,0.33,Yes,No,2,1,1,50-100,Yes,Hobby,Improve Skills,"Design,Marketing","Live Sessions,Videos","Content Quality,Price,Reviews",Technical Issues,"Not Relevant,Too Expensive","Webinars,Video Lectures,Downloadable PDFs",Skillshare
2025-05-08 06:47:57,<18,Male,Bachelor,500-1000,Homemaker,Married,Smart TV,Average,6-10,4,36.4,1,0.29,No,No,4,2,1,20-50,No,"Certification,Networking","Earn Certificate,Explore Topic,Improve Skills",Marketing,"Quizzes,Videos","Price,Certification,Instructor","Time Management,Language Barrier",Not Relevant,Webinars,"Udemy,Khan Academy,Skillshare"
2025-05-30 19:04:22,<18,Prefer not to say,PhD,<500,Entrepreneur,Single,Smart TV,Poor,0,8,14.6,2,0.29,Yes,No,2,3,4,10-20,No,Skill Development,"Complete Course,Improve Skills,Explore Topic",Science,Live Sessions,Price,"Motivation,Language Barrier,Time Management",Lack Time,Downloadable PDFs,Udemy
2025-05-07 04:20:58,<18,Male,PhD,2000-5000,Entrepreneur,Widowed,Smartphone,Good,0,5,14.6,2,0.39,Yes,Yes,4,1,5,<10,No,"Skill Development,Certification","Complete Course,Explore Topic,Earn Certificate",Science,"Videos,Projects","Content Quality,Price",Time Management,"Not Relevant,Technical Issues,Too Expensive",Forums,Udemy
2025-06-03 06:53:37,35-44,Prefer not to say,Master,<500,Working Professional,Married,Other,Good,1-2,7,26.5,2,0.53,Yes,No,1,4,5,10-20,Yes,"Hobby,Certification,Skill Development","Improve Skills,Complete Course,Earn Certificate","Marketing,Math,Programming","Videos,Quizzes",Reviews,Motivation,"Too Expensive,Technical Issues","Interactive Exercises,Downloadable PDFs",Coursera
2025-06-01 15:17:58,35-44,Female,High School,1000-2000,Student,Other,Tablet,Poor,6-10,2,15.2,2,0.53,Yes,Yes,2,3,4,20-50,No,"Career Growth,Hobby,Certification","Explore Topic,Improve Skills","Design,Science","Peer Forum,Quizzes,Projects",Certification,"Time Management,Motivation","Not Relevant,Too Expensive,Technical Issues","Webinars,Interactive Exercises,Video Lectures","Coursera,edX"
2025-06-17 22:46:52,25-34,Female,High School,<500,Retired,Other,Other,Excellent,3-5,3,64.4,6,0.2,Yes,No,1,5,5,10-20,Yes,"Hobby,Career Growth,Certification","Complete Course,Earn Certificate",Marketing,"Videos,Projects","Certification,Content Quality,Instructor","Technical Issues,Motivation,Time Management","Too Expensive,Lack Time","Forums,Webinars",Skillshare
2025-06-08 23:06:32,18-24,Female,PhD,2000-5000,Retired,Widowed,Smartphone,Poor,0,4,3.5,3,0.27,Yes,Yes,1,5,2,20-50,No,"Hobby,Networking,Career Growth","Earn Certificate,Explore Topic",Marketing,"Live Sessions,Quizzes,Peer Forum","Instructor,Certification,Content Quality","Technical Issues,Language Barrier",Too Expensive,Webinars,"Skillshare,Khan Academy"
2025-05-11 04:41:25,45-54,Female,Associate,500-1000,Other,Other,Smart TV,Excellent,>10,10,30.6,3,0.15,Yes,No,5,3,1,10-20,Yes,Hobby,"Explore Topic,Improve Skills",Science,"Quizzes,Live Sessions,Videos",Certification,"Time Management,Motivation,Technical Issues","Lack Time,Not Relevant,Too Expensive","Forums,Webinars","Khan Academy,edX,Skillshare"
2025-07-02 17:48:44,45-54,Male,Master,<500,Student,Divorced,Other,Poor,1-2,7,4.3,5,0.16,Yes,Yes,4,3,1,10-20,No,Hobby,"Complete Course,Improve Skills,Earn Certificate",Math,"Peer Forum,Projects,Quizzes","Reviews,Price,Instructor",Technical Issues,Too Expensive,"Webinars,Video Lectures","Khan Academy,edX"
2025-05-23 09:20:53,45-54,Non-binary/Other,Master,1000-2000,Other,Widowed,Tablet,Excellent,1-2,7,23.3,2,0.52,Yes,No,1,5,1,50-100,Yes,"Networking,Skill Development","Improve Skills,Complete Course","Marketing,Math,Design","Projects,Quizzes","Certification,Price","Time Management,Motivation,Language Barrier",Technical Issues,Downloadable PDFs,"Khan Academy,Udemy,Skillshare"
2025-06-29 05:44:49,25-34,Male,PhD,1000-2000,Working Professional,Other,Smart TV,Good,0,4,37.7,2,0.24,Yes,Yes,4,4,3,50-100,Yes,"Networking,Certification,Career Growth","Explore Topic,Complete Course","Marketing,Math,Science",Videos,"Reviews,Instructor,Content Quality","Technical Issues,Language Barrier","Too Expensive,Lack Time,Technical Issues","Forums,Interactive Exercises,Downloadable PDFs","Coursera,Khan Academy,edX"
2025-06-24 18:38:36,35-44,Prefer not to say,PhD,500-1000,Other,Single,Tablet,Poor,6-10,7,5.4,1,0.35,No,No,5,4,2,20-50,No,"Career Growth,Hobby,Certification","Explore Topic,Complete Course,Improve Skills","Marketing,Math,Science","Live Sessions,Projects","Instructor,Reviews,Content Quality","Motivation,Language Barrier","Lack Time,Not Relevant,Technical Issues","Forums,Webinars,Video Lectures",Khan Academy
2025-05-04 22:22:55,55+,Male,Associate,<500,Student,Other,Laptop/PC,Average,1-2,3,36.5,4,0.33,Yes,No,4,4,3,<10,Yes,"Career Growth,Hobby",Explore Topic,"Programming,Science",Videos,"Certification,Reviews,Price","Time Management,Motivation,Language Barrier","Too Expensive,Lack Time","Downloadable PDFs,Webinars,Interactive Exercises","edX,Khan Academy,Coursera"
2025-07-03 01:42:07,55+,Male,Associate,2000-5000,Student,Divorced,Tablet,Excellent,0,5,4.5,2,0.4,Yes,No,5,2,4,<10,No,"Career Growth,Certification",Earn Certificate,Math,Peer Forum,"Certification,Instructor,Price","Language Barrier,Motivation","Too Expensive,Technical Issues,Lack Time","Forums,Video Lectures","edX,Udemy,Khan Academy"
2025-06-30 20:31:31,25-34,Prefer not to say,High School,500-1000,Retired,Married,Smart TV,Good,6-10,4,29.1,2,0.41,No,No,2,2,3,20-50,Yes,Hobby,Explore Topic,"Design,Science","Quizzes,Peer Forum","Reviews,Instructor","Time Management,Language Barrier","Too Expensive,Not Relevant,Technical Issues","Video Lectures,Downloadable PDFs",edX
2025-06-09 00:31:30,55+,Female,Master,<500,Working Professional,Married,Laptop/PC,Average,0,2,21.1,2,0.25,Yes,No,5,4,5,20-50,Yes,"Hobby,Skill Development","Explore Topic,Improve Skills,Complete Course",Science,"Live Sessions,Quizzes,Projects","Content Quality,Reviews","Technical Issues,Time Management,Language Barrier","Not Relevant,Too Expensive","Forums,Video Lectures","Coursera,Udemy,edX"
2025-05-31 19:05:36,45-54,Female,Master,>5000,Entrepreneur,Other,Smart TV,Good,0,5,10.6,1,0.45,Yes,No,5,5,5,20-50,No,"Hobby,Skill Development,Career Growth",Earn Certificate,"Math,Science,Programming",Live Sessions,"Price,Reviews","Language Barrier,Time Management","Technical Issues,Lack Time",Downloadable PDFs,Khan Academy
2025-05-21 11:47:54,18-24,Female,PhD,1000-2000,Other,Married,Smart TV,Excellent,6-10,11,3.5,5,0.32,Yes,No,5,2,2,50-100,No,"Career Growth,Skill Development","Improve Skills,Explore Topic,Earn Certificate","Math,Design","Live Sessions,Projects","Certification,Instructor",Time Management,Technical Issues,"Video Lectures,Webinars,Interactive Exercises","Khan Academy,Coursera,edX"
2025-05-27 11:53:53,<18,Non-binary/Other,High School,2000-5000,Retired,Other,Laptop/PC,Poor,6-10,6,39.9,5,0.3,No,No,3,1,3,20-50,Yes,Certification,"Complete Course,Explore Topic,Earn Certificate","Marketing,Math,Programming",Peer Forum,"Instructor,Content Quality",Technical Issues,Lack Time,"Downloadable PDFs,Webinars","Coursera,Khan Academy,Udemy"
2025-05-09 13:38:38,35-44,Prefer not to say,Master,2000-5000,Other,Divorced,Tablet,Good,6-10,10,14.4,1,0.3,Yes,No,1,2,3,50-100,No,"Career Growth,Certification,Hobby","Earn Certificate,Improve Skills","Design,Science",Videos,"Reviews,Content Quality,Certification","Technical Issues,Language Barrier",Technical Issues,"Downloadable PDFs,Video Lectures,Webinars","edX,Udemy,Khan Academy"
2025-06-10 06:29:06,35-44,Prefer not to say,High School,2000-5000,Other,Married,Smartphone,Poor,0,6,2.7,0,0.64,Yes,Yes,4,5,1,<10,No,Skill Development,"Improve Skills,Explore Topic,Earn Certificate","Programming,Marketing,Math",Quizzes,"Content Quality,Reviews,Certification","Motivation,Technical Issues,Time Management",Technical Issues,"Webinars,Downloadable PDFs,Interactive Exercises","Coursera,Udemy"
2025-05-09 16:15:21,25-34,Male,High School,1000-2000,Entrepreneur,Single,Smartphone,Poor,1-2,9,44.5,1,0.57,Yes,No,4,5,2,20-50,No,"Certification,Hobby","Complete Course,Earn Certificate",Math,"Quizzes,Live Sessions,Peer Forum","Certification,Content Quality,Instructor",Technical Issues,"Lack Time,Not Relevant","Interactive Exercises,Downloadable PDFs","edX,Skillshare"
2025-05-30 04:59:33,35-44,Non-binary/Other,PhD,<500,Working Professional,Other,Smartphone,Good,3-5,5,8.0,0,0.07,Yes,Yes,3,3,1,50-100,No,"Skill Development,Career Growth","Explore Topic,Improve Skills",Math,"Quizzes,Videos,Peer Forum","Content Quality,Certification","Language Barrier,Motivation,Time Management","Too Expensive,Lack Time","Interactive Exercises,Forums","Skillshare,Coursera"
2025-05-18 14:45:58,45-54,Female,High School,500-1000,Student,Married,Smartphone,Good,3-5,3,40.0,1,0.35,No,No,2,5,2,10-20,No,"Skill Development,Networking,Hobby","Improve Skills,Earn Certificate,Explore Topic","Math,Marketing,Science","Peer Forum,Live Sessions,Projects","Reviews,Instructor","Language Barrier,Motivation","Too Expensive,Technical Issues","Downloadable PDFs,Webinars","Skillshare,Khan Academy,Coursera"
2025-06-19 17:51:06,55+,Non-binary/Other,Associate,<500,Homemaker,Divorced,Other,Good,0,6,25.0,2,0.48,No,No,1,4,2,>100,Yes,Certification,Earn Certificate,Marketing,"Projects,Peer Forum,Videos",Content Quality,"Time Management,Language Barrier","Lack Time,Too Expensive,Technical Issues","Downloadable PDFs,Webinars","Khan Academy,edX,Udemy"
2025-07-01 07:26:54,45-54,Prefer not to say,Associate,500-1000,Other,Divorced,Smartphone,Poor,0,6,6.5,3,0.14,Yes,No,1,5,3,20-50,No,"Networking,Career Growth","Earn Certificate,Explore Topic,Improve Skills",Math,"Projects,Peer Forum",Certification,"Technical Issues,Language Barrier","Not Relevant,Technical Issues","Forums,Webinars,Downloadable PDFs","Coursera,Udemy"
2025-06-30 22:09:54,25-34,Prefer not to say,Bachelor,2000-5000,Homemaker,Single,Laptop/PC,Average,1-2,3,2.4,2,0.18,Yes,No,1,2,1,50-100,No,Hobby,Complete Course,"Science,Design,Math","Peer Forum,Videos,Quizzes","Reviews,Certification",Time Management,Too Expensive,"Interactive Exercises,Webinars",edX
2025-05-08 15:08:35,45-54,Male,PhD,<500,Working Professional,Divorced,Smartphone,Excellent,6-10,4,27.0,3,0.33,Yes,No,1,2,4,20-50,Yes,Networking,Improve Skills,"Marketing,Programming","Peer Forum,Quizzes",Instructor,Technical Issues,"Too Expensive,Lack Time","Downloadable PDFs,Interactive Exercises","Udemy,Khan Academy"
2025-05-27 17:37:50,55+,Male,Bachelor,2000-5000,Homemaker,Divorced,Smart TV,Average,0,7,0.8,3,0.06,No,No,3,2,1,10-20,No,Hobby,Complete Course,Marketing,Projects,"Reviews,Content Quality,Price",Technical Issues,"Not Relevant,Technical Issues,Too Expensive",Downloadable PDFs,"Udemy,Skillshare"
2025-06-07 16:27:13,18-24,Prefer not to say,Associate,>5000,Other,Married,Smartphone,Poor,>10,1,2.0,2,0.25,Yes,Yes,4,5,4,<10,No,"Career Growth,Networking","Complete Course,Improve Skills,Earn Certificate",Science,"Live Sessions,Projects,Videos","Certification,Content Quality,Reviews","Time Management,Motivation,Language Barrier","Not Relevant,Lack Time,Too Expensive",Webinars,edX
2025-06-29 10:38:46,25-34,Female,Bachelor,2000-5000,Entrepreneur,Other,Tablet,Good,6-10,3,36.3,3,0.32,No,No,2,4,5,20-50,Yes,"Hobby,Career Growth,Networking","Improve Skills,Earn Certificate","Programming,Design","Quizzes,Videos","Reviews,Instructor,Price","Time Management,Language Barrier,Motivation",Not Relevant,"Interactive Exercises,Video Lectures","Khan Academy,Udemy"
2025-06-01 15:42:06,18-24,Female,PhD,2000-5000,Homemaker,Widowed,Laptop/PC,Good,0,2,23.2,4,0.12,Yes,No,2,4,2,10-20,Yes,"Skill Development,Hobby",Complete Course,"Math,Programming,Science","Projects,Quizzes","Certification,Reviews,Instructor",Motivation,Too Expensive,"Forums,Interactive Exercises,Webinars",edX
2025-06-09 01:38:34,<18,Non-binary/Other,PhD,500-1000,Working Professional,Divorced,Laptop/PC,Excellent,>10,4,11.8,4,0.03,No,No,2,3,1,10-20,No,Skill Development,Explore Topic,"Science,Math","Quizzes,Projects,Videos",Reviews,"Motivation,Language Barrier,Time Management","Too Expensive,Lack Time","Forums,Interactive Exercises,Downloadable PDFs","Coursera,Khan Academy,Skillshare"
2025-06-01 15:25:18,18-24,Prefer not to say,High School,>5000,Working Professional,Divorced,Other,Excellent,1-2,4,23.2,1,0.34,Yes,No,3,1,2,<10,No,"Hobby,Networking","Complete Course,Explore Topic","Science,Design,Marketing","Projects,Videos",Reviews,Time Management,"Not Relevant,Too Expensive","Interactive Exercises,Forums,Webinars","Coursera,Udemy"
2025-07-02 01:17:29,<18,Prefer not to say,Master,2000-5000,Entrepreneur,Widowed,Smart TV,Average,>10,7,26.9,3,0.31,Yes,No,3,4,1,20-50,Yes,"Career Growth,Hobby","Earn Certificate,Complete Course,Explore Topic","Marketing,Math",Peer Forum,"Price,Reviews","Time Management,Motivation,Technical Issues","Too Expensive,Technical Issues","Downloadable PDFs,Forums,Video Lectures","Coursera,Khan Academy"
2025-05-05 15:41:54,<18,Female,High School,2000-5000,Homemaker,Divorced,Laptop/PC,Average,0,8,25.0,5,0.42,Yes,No,5,2,5,10-20,Yes,Skill Development,"Complete Course,Improve Skills,Earn Certificate",Science,"Quizzes,Projects","Price,Content Quality,Reviews","Language Barrier,Technical Issues,Motivation",Not Relevant,"Webinars,Downloadable PDFs,Video Lectures",Khan Academy
2025-05-15 07:39:54,18-24,Female,PhD,>5000,Homemaker,Married,Tablet,Excellent,3-5,3,30.9,9,0.16,No,No,3,3,1,>100,Yes,"Career Growth,Networking","Complete Course,Explore Topic,Improve Skills","Marketing,Math","Projects,Videos","Certification,Instructor",Technical Issues,"Technical Issues,Too Expensive,Not Relevant","Forums,Webinars,Video Lectures",Coursera
2025-05-28 14:09:52,25-34,Prefer not to say,Associate,>5000,Student,Married,Smartphone,Poor,0,5,84.5,3,0.28,Yes,Yes,1,4,5,20-50,Yes,"Networking,Career Growth,Certification",Explore Topic,"Design,Marketing","Projects,Videos",Price,Time Management,"Not Relevant,Lack Time",Forums,Skillshare
2025-05-15 14:05:40,55+,Male,Associate,<500,Retired,Widowed,Laptop/PC,Average,3-5,2,14.8,4,0.21,Yes,No,4,4,2,10-20,No,"Hobby,Networking,Skill Development","Improve Skills,Earn Certificate",Marketing,Live Sessions,Certification,"Time Management,Motivation,Language Barrier",Too Expensive,"Webinars,Video Lectures",Khan Academy
2025-05-06 16:25:52,45-54,Prefer not to say,High School,500-1000,Working Professional,Divorced,Tablet,Good,1-2,5,10.7,4,0.14,No,No,2,1,3,10-20,No,Hobby,"Improve Skills,Complete Course,Explore Topic","Design,Math",Live Sessions,Reviews,Technical Issues,Too Expensive,"Interactive Exercises,Forums,Webinars","edX,Udemy,Khan Academy"
2025-05-15 04:48:27,45-54,Prefer not to say,PhD,>5000,Student,Divorced,Smartphone,Good,1-2,5,1.2,4,0.48,No,No,3,1,4,20-50,No,"Skill Development,Networking,Career Growth","Explore Topic,Earn Certificate",Marketing,"Live Sessions,Peer Forum,Videos",Instructor,Motivation,Too Expensive,"Downloadable PDFs,Webinars,Forums",Skillshare
2025-05-12 01:10:00,55+,Female,Associate,>5000,Working Professional,Other,Other,Poor,6-10,10,4.8,1,0.63,No,No,4,1,2,10-20,No,"Networking,Hobby","Improve Skills,Complete Course",Math,"Quizzes,Videos",Instructor,"Technical Issues,Time Management",Lack Time,Webinars,"Khan Academy,Udemy,Skillshare"
2025-05-16 11:29:10,<18,Female,PhD,1000-2000,Student,Divorced,Laptop/PC,Excellent,6-10,4,3.4,2,0.4,Yes,No,1,4,3,10-20,No,"Certification,Career Growth,Networking","Improve Skills,Explore Topic,Complete Course","Programming,Science,Design",Videos,Certification,"Technical Issues,Time Management","Technical Issues,Lack Time","Interactive Exercises,Downloadable PDFs",Udemy
2025-05-30 22:14:53,<18,Male,Associate,>5000,Retired,Married,Laptop/PC,Average,3-5,4,12.3,1,0.12,No,No,3,4,2,<10,No,Certification,Complete Course,"Programming,Math","Projects,Peer Forum,Videos","Content Quality,Certification","Language Barrier,Technical Issues","Not Relevant,Technical Issues",Video Lectures,Khan Academy
2025-05-13 20:32:06,25-34,Male,PhD,500-1000,Student,Single,Tablet,Good,3-5,5,28.2,5,0.27,No,No,3,2,2,10-20,Yes,"Career Growth,Networking,Skill Development","Complete Course,Explore Topic,Earn Certificate","Marketing,Programming","Peer Forum,Videos",Instructor,Motivation,"Not Relevant,Too Expensive,Lack Time","Webinars,Forums",edX
2025-06-08 08:33:18,35-44,Non-binary/Other,Bachelor,2000-5000,Working Professional,Single,Smart TV,Excellent,1-2,4,1.4,3,0.06,No,No,4,5,1,<10,No,Career Growth,Complete Course,"Science,Design,Marketing",Quizzes,"Reviews,Instructor","Time Management,Technical Issues,Language Barrier","Too Expensive,Lack Time",Forums,"Skillshare,edX"
2025-05-12 15:35:58,18-24,Prefer not to say,PhD,2000-5000,Homemaker,Single,Other,Average,>10,4,39.0,1,0.16,No,No,1,1,5,10-20,No,"Certification,Skill Development","Explore Topic,Earn Certificate","Math,Science,Design",Quizzes,"Price,Content Quality,Reviews",Technical Issues,"Too Expensive,Not Relevant,Technical Issues","Interactive Exercises,Forums","edX,Skillshare"
2025-05-11 00:15:03,<18,Female,PhD,2000-5000,Working Professional,Single,Smart TV,Poor,3-5,4,15.2,3,0.2,Yes,No,3,2,5,50-100,No,"Networking,Certification,Hobby","Complete Course,Improve Skills,Explore Topic",Programming,Videos,Price,"Time Management,Motivation,Language Barrier","Too Expensive,Lack Time,Not Relevant","Forums,Downloadable PDFs",edX
2025-06-23 19:34:55,45-54,Male,High School,2000-5000,Other,Divorced,Laptop/PC,Good,3-5,2,99.3,3,0.08,Yes,No,4,2,1,<10,Yes,"Hobby,Networking","Explore Topic,Complete Course,Earn Certificate","Science,Programming,Marketing","Peer Forum,Videos,Quizzes","Content Quality,Reviews","Language Barrier,Technical Issues,Time Management","Lack Time,Technical Issues",Downloadable PDFs,"edX,Khan Academy"
2025-06-08 02:57:59,25-34,Non-binary/Other,Bachelor,1000-2000,Entrepreneur,Divorced,Smart TV,Poor,>10,4,25.2,4,0.32,Yes,No,1,3,1,10-20,Yes,Networking,"Explore Topic,Earn Certificate,Improve Skills","Math,Programming,Science","Live Sessions,Quizzes","Reviews,Price,Content Quality","Time Management,Language Barrier",Too Expensive,"Video Lectures,Forums","Udemy,edX"
2025-06-27 07:59:54,18-24,Non-binary/Other,Master,>5000,Entrepreneur,Other,Smartphone,Poor,6-10,5,44.3,4,0.24,No,No,3,2,2,10-20,Yes,Certification,"Improve Skills,Complete Course",Marketing,Videos,Content Quality,Technical Issues,Technical Issues,"Webinars,Video Lectures","Udemy,Coursera,Skillshare"
2025-05-10 14:43:08,25-34,Female,High School,2000-5000,Other,Divorced,Other,Poor,6-10,6,59.2,2,0.3,Yes,Yes,3,1,5,10-20,Yes,"Skill Development,Career Growth,Hobby","Explore Topic,Earn Certificate","Math,Marketing",Quizzes,"Price,Reviews,Content Quality",Time Management,Technical Issues,"Video Lectures,Forums,Webinars","Coursera,edX,Khan Academy"
